"ID","hh_id","age","gender","is_participant"
"3018574903429","NA",10,1,0
"3018574903430","NA",35,0,0
"3018574903431","NA",32,1,0
"3018574903432","NA",42,1,0
"3018574903433","NA",39,0,0
"3018574903434","NA",43,0,0
"3018574903435","NA",39,0,0
"3018574903436","NA",51,0,0
"3018574903437","NA",37,0,0
"3018574903438","NA",35,0,0
"3018574903439","NA",42,1,0
"3018574903440","NA",32,1,0
"3018574903441","NA",27,0,0
"3018574903442","NA",27,1,0
"3018574903443","NA",67,1,0
"3018574903444","NA",71,0,0
"3018574903445","NA",6,0,0
"3018574903446","NA",39,1,0
"3018574903447","NA",42,1,0
"3018574903448","NA",46,0,0
"3018574903449","NA",26,1,0
"3018574903450","NA",35,1,0
"3018574903451","NA",35,0,0
"3018574903452","NA",41,0,0
"3018574903453","NA",22,1,0
"3018574903454","NA",72,0,0
"3018574903455","NA",67,1,0
"3018574903456","NA",48,0,0
"3018574903457","NA",48,1,0
"3018574903458","NA",62,0,0
"3018574903459","NA",52,0,0
"3018574903460","NA",48,1,0
"3018574903461","NA",9,0,0
"3018574903462","NA",25,0,0
"3018574903463","NA",28,0,0
"3018574903464","NA",42,0,0
"3018574903465","NA",40,1,0
"3018574903466","NA",42,1,0
"3018574903467","NA",32,1,0
"3018574903468","NA",42,1,0
"3018574903469","NA",27,1,0
"3018574903470","NA",47,1,0
"3018574903471","NA",27,0,0
"3018574903472","NA",40,0,0
"3018574903473","NA",35,1,0
"3018574903474","NA",70,1,0
"3018574903475","NA",70,0,0
"3018574903476","NA",35,1,0
"3018574903477","NA",48,1,0
"3018574903478","NA",38,1,0
"3018574903479","NA",43,1,0
"3018574903480","NA",36,1,0
"3018574903481","NA",45,1,0
"3018574903482","NA",52,1,0
"3018574903483","NA",58,1,0
"3018574903484","NA",32,1,0
"3018574903485","NA",37,1,0
"3018574903486","NA",27,0,0
"3018574903487","NA",47,0,0
"3018574903488","NA",63,1,0
"3018574903489","NA",66,1,0
"3018574903490","NA",62,1,0
"3018574903491","NA",47,1,0
"3018574903492","NA",68,1,0
"3018574903493","NA",67,1,0
"3018574903494","NA",68,1,0
"3018574903495","NA",57,1,0
"3018574903496","NA",62,1,0
"3018574903497","NA",67,1,0
"3018574903498","NA",12,1,0
"3018574903499","NA",42,1,0
"3018574903500","NA",62,1,0
"3018574903501","NA",52,1,0
"3018574903502","NA",49,1,0
"3018574903503","NA",54,0,0
"3018574903504","NA",32,1,0
"3018574903505","NA",47,0,0
"3018574903506","NA",49,0,0
"3018574903507","NA",39,1,0
"3018574903508","NA",60,1,0
"3018574903509","NA",17,1,0
"3018574903510","NA",37,1,0
"3018574903511","NA",52,1,0
"3018574903512","NA",37,1,0
"3018574903513","NA",27,1,0
"3018574903514","NA",37,1,0
"3018574903515","NA",27,1,0
"3018574903516","NA",72,0,0
"3018574903517","NA",37,1,0
"3018574903518","NA",3,1,0
"3018574903519","NA",5,1,0
"3018574903520","NA",30,0,0
"3018574903521","NA",30,0,0
"3018574903522","NA",33,1,0
"3018574903523","NA",30,1,0
"3018574903524","NA",32,1,0
"3018574903525","NA",35,0,0
"3018574903526","NA",4,1,0
"3018574903527","NA",30,1,0
"3018574903528","NA",33,0,0
"3018574903529","NA",4,0,0
"3018574903530","NA",45,0,0
"3018574903531","NA",6,1,0
"3018574903532","NA",29,0,0
"3018574903533","NA",11,0,0
"3018574903534","NA",79,1,0
"3018574903535","NA",43,1,0
"3018574903536","NA",43,0,0
"3018574903537","NA",12,0,0
"3018574903538","NA",15,1,0
"3018574903539","NA",35,0,0
"3018574903540","NA",25,1,0
"3018574903541","NA",27,1,0
"3018574903542","NA",24,1,0
"3018574903543","NA",11,1,0
"3018574903544","NA",26,0,0
"3018574903545","NA",24,1,0
"3018574903546","NA",42,1,0
"3018574903547","NA",52,1,0
"3018574903548","NA",44,0,0
"3018574903549","NA",52,1,0
"3018574903550","NA",35,1,0
"3018574903551","NA",32,1,0
"3018574903552","NA",24,0,0
"3018574903553","NA",42,1,0
"3018574903554","NA",42,1,0
"3018574903555","NA",32,1,0
"3018574903556","NA",52,1,0
"3018574903557","NA",55,0,0
"3018574903558","NA",30,1,0
"3018574903559","NA",35,1,0
"3018574903560","NA",36,0,0
"3018574903561","NA",45,0,0
"3018574903562","NA",52,0,0
"3018574903563","NA",27,1,0
"3018574903564","NA",52,1,0
"3018574903565","NA",47,1,0
"3018574903566","NA",42,1,0
"3018574903567","NA",32,0,0
"3018574903568","NA",22,0,0
"3018574903569","NA",47,1,0
"3018574903570","NA",45,0,0
"3018574903571","NA",31,1,0
"3018574903572","NA",54,0,0
"3018574903573","NA",26,1,0
"3018574903574","NA",43,0,0
"3018574903575","NA",56,0,0
"3018574903576","NA",58,1,0
"3018574903577","NA",44,1,0
"3018574903578","NA",58,0,0
"3018574903579","NA",38,1,0
"3018574903580","NA",49,1,0
"3018574903581","NA",48,0,0
"3018574903582","NA",40,1,0
"3018574903583","NA",67,0,0
"3018574903584","NA",73,1,0
"3018574903585","NA",75,0,0
"3018574903586","NA",45,1,0
"3018574903587","NA",40,1,0
"3018574903588","NA",52,1,0
"3018574903589","NA",54,1,0
"3018574903590","NA",35,1,0
"3018574903591","NA",35,0,0
"3018574903592","NA",63,1,0
"3018574903593","NA",63,0,0
"3018574903594","NA",43,0,0
"3018574903595","NA",6,0,0
"3018574903596","NA",55,0,0
"3018574903597","NA",55,1,0
"3018574903598","NA",55,0,0
"3018574903599","NA",50,1,0
"3018574903600","NA",50,0,0
"3018574903601","NA",22,1,0
"3018574903602","NA",22,1,0
"3018574903603","NA",22,0,0
"3018574903604","NA",47,1,0
"3018574903605","NA",42,1,0
"3018574903606","NA",62,1,0
"3018574903607","NA",62,0,0
"3018574903608","NA",21,1,0
"3018574903609","NA",53,0,0
"3018574903610","NA",47,1,0
"3018574903611","NA",63,1,0
"3018574903612","NA",35,1,0
"3018574903613","NA",32,1,0
"3018574903614","NA",39,1,0
"3018574903615","NA",27,1,0
"3018574903616","NA",27,1,0
"3018574903617","NA",27,1,0
"3018574903618","NA",40,1,0
"3018574903619","NA",42,1,0
"3018574903620","NA",22,1,0
"3018574903621","NA",52,1,0
"3018574903622","NA",62,1,0
"3018574903623","NA",43,1,0
"3018574903624","NA",34,1,0
"3018574903625","NA",26,0,0
"3018574903626","NA",30,1,0
"3018574903627","NA",72,1,0
"3018574903628","NA",20,0,0
"3018574903629","NA",23,0,0
"3018574903630","NA",27,0,0
"3018574903631","NA",33,1,0
"3018574903632","NA",0,1,0
"3018574903633","NA",37,0,0
"3018574903634","NA",38,0,0
"3018574903635","NA",32,1,0
"3018574903636","NA",56,1,0
"3018574903637","NA",83,0,0
"3018574903638","NA",7,0,0
"3018574903639","NA",28,1,0
"3018574903640","NA",32,1,0
"3018574903641","NA",60,1,0
"3018574903642","NA",25,1,0
"3018574903643","NA",48,0,0
"3018574903644","NA",40,0,0
"3018574903645","NA",40,0,0
"3018574903646","NA",45,0,0
"3018574903647","NA",33,1,0
"3018574903648","NA",40,1,0
"3018574903649","NA",42,1,0
"3018574903650","NA",45,1,0
"3018574903651","NA",33,0,0
"3018574903652","NA",50,1,0
"3018574903653","NA",27,0,0
"3018574903654","NA",27,1,0
"3018574903655","NA",47,0,0
"3018574903656","NA",45,0,0
"3018574903657","NA",32,1,0
"3018574903658","NA",32,1,0
"3018574903659","NA",40,0,0
"3018574903660","NA",40,1,0
"3018574903661","NA",22,1,0
"3018574903662","NA",27,0,0
"3018574903663","NA",4,1,0
"3018574903664","NA",41,0,0
"3018574903665","NA",4,1,0
"3018574903666","NA",40,1,0
"3018574903667","NA",41,0,0
"3018574903668","NA",73,1,0
"3018574903669","NA",40,1,0
"3018574903670","NA",72,1,0
"3018574903671","NA",27,1,0
"3018574903672","NA",19,1,0
"3018574903673","NA",32,1,0
"3018574903674","NA",42,0,0
"3018574903675","NA",22,0,0
"3018574903676","NA",9,1,0
"3018574903677","NA",52,1,0
"3018574903678","NA",52,0,0
"3018574903679","NA",51,1,0
"3018574903680","NA",22,1,0
"3018574903681","NA",27,1,0
"3018574903682","NA",32,1,0
"3018574903683","NA",28,0,0
"3018574903684","NA",21,0,0
"3018574903685","NA",42,1,0
"3018574903686","NA",30,1,0
"3018574903687","NA",22,1,0
"3018574903688","NA",27,1,0
"3018574903689","NA",22,1,0
"3018574903690","NA",32,1,0
"3018574903691","NA",21,1,0
"3018574903692","NA",32,0,0
"3018574903693","NA",37,1,0
"3018574903694","NA",32,1,0
"3018574903695","NA",27,0,0
"3018574903696","NA",32,1,0
"3018574903697","NA",32,1,0
"3018574903698","NA",77,1,0
"3018574903699","NA",16,0,0
"3018574903700","NA",14,0,0
"3018574903701","NA",52,1,0
"3018574903702","NA",52,0,0
"3018574903703","NA",27,1,0
"3018574903704","NA",27,1,0
"3018574903705","NA",32,1,0
"3018574903706","NA",32,1,0
"3018574903707","NA",32,0,0
"3018574903708","NA",32,0,0
"3018574903709","NA",32,0,0
"3018574903710","NA",32,0,0
"3018574903711","NA",52,1,0
"3018574903712","NA",52,0,0
"3018574903713","NA",27,0,0
"3018574903714","NA",27,0,0
"3018574903715","NA",27,0,0
"3018574903716","NA",47,0,0
"3018574903717","NA",37,0,0
"3018574903718","NA",43,0,0
"3018574903719","NA",32,1,0
"3018574903720","NA",77,1,0
"3018574903721","NA",42,1,0
"3018574903722","NA",42,0,0
"3018574903723","NA",19,1,0
"3018574903724","NA",21,1,0
"3018574903725","NA",22,0,0
"3018574903726","NA",29,1,0
"3018574903727","NA",32,0,0
"3018574903728","NA",62,1,0
"3018574903729","NA",32,0,0
"3018574903730","NA",62,1,0
"3018574903731","NA",62,0,0
"3018574903732","NA",62,0,0
"3018574903733","NA",42,1,0
"3018574903734","NA",42,0,0
"3018574903735","NA",72,1,0
"3018574903736","NA",72,0,0
"3018574903737","NA",72,1,0
"3018574903738","NA",72,1,0
"3018574903739","NA",72,0,0
"3018574903740","NA",72,0,0
"3018574903741","NA",72,1,0
"3018574903742","NA",72,1,0
"3018574903743","NA",72,0,0
"3018574903744","NA",72,0,0
"3018574903745","NA",57,0,0
"3018574903746","NA",57,0,0
"3018574903747","NA",57,1,0
"3018574903748","NA",57,1,0
"3018574903749","NA",27,1,0
"3018574903750","NA",27,0,0
"3018574903751","NA",47,1,0
"3018574903752","NA",47,0,0
"3018574903753","NA",42,1,0
"3018574903754","NA",42,0,0
"3018574903755","NA",39,1,0
"3018574903756","NA",39,1,0
"3018574903757","NA",39,1,0
"3018574903758","NA",39,1,0
"3018574903759","NA",41,1,0
"3018574903760","NA",50,0,0
"3018574903761","NA",42,1,0
"3018574903762","NA",28,0,0
"3018574903763","NA",40,0,0
"3018574903764","NA",41,0,0
"3018574903765","NA",44,1,0
"3018574903766","NA",37,1,0
"3018574903767","NA",62,1,0
"3018574903768","NA",34,0,0
"3018574903769","NA",49,0,0
"3018574903770","NA",35,0,0
"3018574903771","NA",50,0,0
"3018574903772","NA",54,0,0
"3018574903773","NA",52,0,0
"3018574903774","NA",40,0,0
"3018574903775","NA",59,0,0
"3018574903776","NA",50,0,0
"3018574903777","NA",47,1,0
"3018574903778","NA",35,0,0
"3018574903779","NA",35,0,0
"3018574903780","NA",67,1,0
"3018574903781","NA",67,0,0
"3018574903782","NA",40,0,0
"3018574903783","NA",42,1,0
"3018574903784","NA",37,1,0
"3018574903785","NA",39,0,0
"3018574903786","NA",52,0,0
"3018574903787","NA",34,0,0
"3018574903788","NA",44,0,0
"3018574903789","NA",42,0,0
"3018574903790","NA",44,0,0
"3018574903791","NA",37,1,0
"3018574903792","NA",38,1,0
"3018574903793","NA",36,1,0
"3018574903794","NA",42,1,0
"3018574903795","NA",32,1,0
"3018574903796","NA",47,1,0
"3018574903797","NA",32,1,0
"3018574903798","NA",37,1,0
"3018574903799","NA",37,1,0
"3018574903800","NA",57,0,0
"3018574903801","NA",52,0,0
"3018574903802","NA",37,1,0
"3018574903803","NA",37,1,0
"3018574903804","NA",52,0,0
"3018574903805","NA",32,0,0
"3018574903806","NA",27,1,0
"3018574903807","NA",37,0,0
"3018574903808","NA",32,0,0
"3018574903809","NA",27,1,0
"3018574903810","NA",32,1,0
"3018574903811","NA",57,1,0
"3018574903812","NA",42,1,0
"3018574903813","NA",42,0,0
"3018574903814","NA",37,1,0
"3018574903815","NA",37,1,0
"3018574903816","NA",37,0,0
"3018574903817","NA",47,0,0
"3018574903818","NA",47,0,0
"3018574903819","NA",37,0,0
"3018574903820","NA",37,1,0
"3018574903821","NA",47,1,0
"3018574903822","NA",45,1,0
"3018574903823","NA",50,1,0
"3018574903824","NA",35,1,0
"3018574903825","NA",50,1,0
"3018574903826","NA",50,1,0
"3018574903827","NA",50,1,0
"3018574903828","NA",43,1,0
"3018574903829","NA",20,1,0
"3018574903830","NA",25,1,0
"3018574903831","NA",47,0,0
"3018574903832","NA",42,0,0
"3018574903833","NA",50,0,0
"3018574903834","NA",48,1,0
"3018574903835","NA",42,0,0
"3018574903836","NA",58,0,0
"3018574903837","NA",67,0,0
"3018574903838","NA",32,0,0
"3018574903839","NA",68,0,0
"3018574903840","NA",58,0,0
"3018574903841","NA",68,0,0
"3018574903842","NA",48,1,0
"3018574903843","NA",57,0,0
"3018574903844","NA",39,1,0
"3018574903845","NA",55,0,0
"3018574903846","NA",53,0,0
"3018574903847","NA",42,0,0
"3018574903848","NA",35,1,0
"3018574903849","NA",25,1,0
"3018574903850","NA",55,0,0
"3018574903851","NA",45,0,0
"3018574903852","NA",60,0,0
"3018574903853","NA",54,0,0
"3018574903854","NA",61,0,0
"3018574903855","NA",51,0,0
"3018574903856","NA",66,0,0
"3018574903857","NA",42,0,0
"3018574903858","NA",79,1,0
"3018574903859","NA",45,0,0
"3018574903860","NA",36,1,0
"3018574903861","NA",30,1,0
"3018574903862","NA",50,0,0
"3018574903863","NA",23,1,0
"3018574903864","NA",65,0,0
"3018574903865","NA",45,1,0
"3018574903866","NA",42,1,0
"3018574903867","NA",45,1,0
"3018574903868","NA",47,0,0
"3018574903869","NA",40,1,0
"3018574903870","NA",27,1,0
"3018574903871","NA",50,0,0
"3018574903872","NA",32,1,0
"3018574903873","NA",10,1,0
"3018574903874","NA",27,1,0
"3018574903875","NA",28,1,0
"3018574903876","NA",38,1,0
"3018574903877","NA",32,0,0
"3018574903878","NA",44,0,0
"3018574903879","NA",47,1,0
"3018574903880","NA",50,0,0
"3018574903881","NA",55,1,0
"3018574903882","NA",43,1,0
"3018574903883","NA",50,1,0
"3018574903884","NA",32,1,0
"3018574903885","NA",29,1,0
"3018574903886","NA",56,0,0
"3018574903887","NA",57,0,0
"3018574903888","NA",46,1,0
"3018574903889","NA",27,1,0
"3018574903890","NA",33,0,0
"3018574903891","NA",27,0,0
"3018574903892","NA",60,0,0
"3018574903893","NA",49,1,0
"3018574903894","NA",53,1,0
"3018574903895","NA",26,1,0
"3018574903896","NA",44,1,0
"3018574903897","NA",45,1,0
"3018574903898","NA",20,1,0
"3018574903899","NA",23,1,0
"3018574903900","NA",98,0,0
"3018574903901","NA",26,0,0
"3018574903902","NA",58,1,0
"3018574903903","NA",58,0,0
"3018574903904","NA",39,0,0
"3018574903905","NA",13,0,0
"3018574903906","NA",46,1,0
"3018574903907","NA",40,1,0
"3018574903908","NA",45,1,0
"3018574903909","NA",35,1,0
"3018574903910","NA",30,1,0
"3018574903911","NA",28,1,0
"3018574903912","NA",55,0,0
"3018574903913","NA",35,0,0
"3018574903914","NA",40,0,0
"3018574903915","NA",9,0,0
"3018574903916","NA",6,1,0
"3018574903917","NA",55,0,0
"3018574903918","NA",35,0,0
"3018574903919","NA",37,0,0
"3018574903920","NA",27,0,0
"3018574903921","NA",22,0,0
"3018574903922","NA",32,0,0
"3018574903923","NA",32,0,0
"3018574903924","NA",27,0,0
"3018574903925","NA",22,1,0
"3018574903926","NA",22,0,0
"3018574903927","NA",52,1,0
"3018574903928","NA",19,1,0
"3018574903929","NA",50,1,0
"3018574903930","NA",48,1,0
"3018574903931","NA",39,1,0
"3018574903932","NA",17,1,0
"3018574903933","NA",37,1,0
"3018574903934","NA",67,1,0
"3018574903935","NA",67,0,0
"3018574903936","NA",18,1,0
"3018574903937","NA",52,1,0
"3018574903938","NA",57,1,0
"3018574903939","NA",32,1,0
"3018574903940","NA",12,1,0
"3018574903941","NA",12,1,0
"3018574903942","NA",12,1,0
"3018574903943","NA",42,1,0
"3018574903944","NA",13,1,0
"3018574903945","NA",52,1,0
"3018574903946","NA",12,1,0
"3018574903947","NA",8,0,0
"3018574903948","NA",12,1,0
"3018574903949","NA",12,1,0
"3018574903950","NA",13,1,0
"3018574903951","NA",13,1,0
"3018574903952","NA",9,1,0
"3018574903953","NA",9,0,0
"3018574903954","NA",10,0,0
"3018574903955","NA",10,0,0
"3018574903956","NA",27,1,0
"3018574903957","NA",10,0,0
"3018574903958","NA",11,0,0
"3018574903959","NA",10,0,0
"3018574903960","NA",52,1,0
"3018574903961","NA",9,0,0
"3018574903962","NA",9,0,0
"3018574903963","NA",8,0,0
"3018574903964","NA",52,1,0
"3018574903965","NA",9,1,0
"3018574903966","NA",7,0,0
"3018574903967","NA",8,0,0
"3018574903968","NA",37,1,0
"3018574903969","NA",47,0,0
"3018574903970","NA",21,1,0
"3018574903971","NA",52,1,0
"3018574903972","NA",8,0,0
"3018574903973","NA",12,1,0
"3018574903974","NA",8,0,0
"3018574903975","NA",8,0,0
"3018574903976","NA",8,1,0
"3018574903977","NA",32,1,0
"3018574903978","NA",30,1,0
"3018574903979","NA",40,1,0
"3018574903980","NA",35,1,0
"3018574903981","NA",61,0,0
"3018574903982","NA",49,1,0
"3018574903983","NA",13,0,0
"3018574903984","NA",13,1,0
"3018574903985","NA",13,1,0
"3018574903986","NA",13,1,0
"3018574903987","NA",13,1,0
"3018574903988","NA",13,1,0
"3018574903989","NA",13,1,0
"3018574903990","NA",13,1,0
"3018574903991","NA",48,1,0
"3018574903992","NA",27,1,0
"3018574903993","NA",30,1,0
"3018574903994","NA",61,0,0
"3018574903995","NA",49,1,0
"3018574903996","NA",11,1,0
"3018574903997","NA",12,1,0
"3018574903998","NA",13,0,0
"3018574903999","NA",13,0,0
"3018574904000","NA",13,0,0
"3018574904001","NA",13,0,0
"3018574904002","NA",79,0,0
"3018574904003","NA",10,1,0
"3018574904004","NA",10,1,0
"3018574904005","NA",10,1,0
"3018574904006","NA",10,1,0
"3018574904007","NA",10,1,0
"3018574904008","NA",10,1,0
"3018574904009","NA",10,1,0
"3018574904010","NA",10,1,0
"3018574904011","NA",10,0,0
"3018574904012","NA",10,0,0
"3018574904013","NA",73,1,0
"3018574904014","NA",10,0,0
"3018574904015","NA",10,0,0
"3018574904016","NA",10,0,0
"3018574904017","NA",10,0,0
"3018574904018","NA",10,0,0
"3018574904019","NA",10,0,0
"3018574904020","NA",12,0,0
"3018574904021","NA",12,0,0
"3018574904022","NA",12,0,0
"3018574904023","NA",26,1,0
"3018574904024","NA",10,1,0
"3018574904025","NA",30,1,0
"3018574904026","NA",44,1,0
"3018574904027","NA",48,0,0
"3018574904028","NA",29,1,0
"3018574904029","NA",10,1,0
"3018574904030","NA",10,1,0
"3018574904031","NA",10,1,0
"3018574904032","NA",10,1,0
"3018574904033","NA",10,1,0
"3018574904034","NA",10,1,0
"3018574904035","NA",32,1,0
"3018574904036","NA",42,0,0
"3018574904037","NA",27,0,0
"3018574904038","NA",32,0,0
"3018574904039","NA",27,1,0
"3018574904040","NA",37,1,0
"3018574904041","NA",32,0,0
"3018574904042","NA",27,1,0
"3018574904043","NA",42,0,0
"3018574904044","NA",37,0,0
"3018574904045","NA",32,0,0
"3018574904046","NA",32,1,0
"3018574904047","NA",32,1,0
"3018574904048","NA",27,1,0
"3018574904049","NA",27,1,0
"3018574904050","NA",40,0,0
"3018574904051","NA",47,0,0
"3018574904052","NA",27,1,0
"3018574904053","NA",30,0,0
"3018574904054","NA",56,1,0
"3018574904055","NA",57,0,0
"3018574904056","NA",32,0,0
"3018574904057","NA",42,1,0
"3018574904058","NA",35,1,0
"3018574904059","NA",12,1,0
"3018574904060","NA",12,1,0
"3018574904061","NA",12,0,0
"3018574904062","NA",14,0,0
"3018574904063","NA",12,1,0
"3018574904064","NA",47,1,0
"3018574904065","NA",14,1,0
"3018574904066","NA",14,1,0
"3018574904067","NA",14,0,0
"3018574904068","NA",13,1,0
"3018574904069","NA",14,0,0
"3018574904070","NA",12,1,0
"3018574904071","NA",12,0,0
"3018574904072","NA",40,1,0
"3018574904073","NA",9,1,0
"3018574904074","NA",9,1,0
"3018574904075","NA",11,1,0
"3018574904076","NA",42,0,0
"3018574904077","NA",11,1,0
"3018574904078","NA",11,1,0
"3018574904079","NA",11,1,0
"3018574904080","NA",11,1,0
"3018574904081","NA",10,1,0
"3018574904082","NA",9,1,0
"3018574904083","NA",9,1,0
"3018574904084","NA",9,1,0
"3018574904085","NA",9,1,0
"3018574904086","NA",9,0,0
"3018574904087","NA",9,0,0
"3018574904088","NA",9,0,0
"3018574904089","NA",9,1,0
"3018574904090","NA",50,1,0
"3018574904091","NA",52,1,0
"3018574904092","NA",20,0,0
"3018574904093","NA",55,1,0
"3018574904094","NA",22,1,0
"3018574904095","NA",37,1,0
"3018574904096","NA",30,1,0
"3018574904097","NA",32,1,0
"3018574904098","NA",12,0,0
"3018574904099","NA",32,0,0
"3018574904100","NA",7,0,0
"3018574904101","NA",40,0,0
"3018574904102","NA",13,1,0
"3018574904103","NA",12,0,0
"3018574904104","NA",32,0,0
"3018574904105","NA",7,0,0
"3018574904106","NA",40,0,0
"3018574904107","NA",37,1,0
"3018574904108","NA",54,1,0
"3018574904109","NA",54,1,0
"3018574904110","NA",56,1,0
"3018574904111","NA",70,1,0
"3018574904112","NA",22,0,0
"3018574904113","NA",24,1,0
"3018574904114","NA",29,1,0
"3018574904115","NA",30,1,0
"3018574904116","NA",33,1,0
"3018574904117","NA",40,0,0
"3018574904118","NA",14,1,0
"3018574904119","NA",14,1,0
"3018574904120","NA",14,1,0
"3018574904121","NA",14,1,0
"3018574904122","NA",14,1,0
"3018574904123","NA",14,1,0
"3018574904124","NA",11,1,0
"3018574904125","NA",15,1,0
"3018574904126","NA",15,0,0
"3018574904127","NA",15,0,0
"3018574904128","NA",15,0,0
"3018574904129","NA",15,1,0
"3018574904130","NA",14,1,0
"3018574904131","NA",15,1,0
"3018574904132","NA",15,1,0
"3018574904133","NA",15,0,0
"3018574904134","NA",31,1,0
"3018574904135","NA",14,1,0
"3018574904136","NA",14,1,0
"3018574904137","NA",14,0,0
"3018574904138","NA",14,0,0
"3018574904139","NA",14,0,0
"3018574904140","NA",14,0,0
"3018574904141","NA",11,1,0
"3018574904142","NA",11,1,0
"3018574904143","NA",11,1,0
"3018574904144","NA",28,1,0
"3018574904145","NA",78,0,0
"3018574904146","NA",11,0,0
"3018574904147","NA",11,0,0
"3018574904148","NA",11,0,0
"3018574904149","NA",11,0,0
"3018574904150","NA",11,0,0
"3018574904151","NA",11,1,0
"3018574904152","NA",87,1,0
"3018574904153","NA",78,0,0
"3018574904154","NA",79,1,0
"3018574904155","NA",76,1,0
"3018574904156","NA",80,0,0
"3018574904157","NA",82,0,0
"3018574904158","NA",82,1,0
"3018574904159","NA",57,1,0
"3018574904160","NA",82,1,0
"3018574904161","NA",93,1,0
"3018574904162","NA",72,1,0
"3018574904163","NA",67,0,0
"3018574904164","NA",57,0,0
"3018574904165","NA",22,1,0
"3018574904166","NA",52,1,0
"3018574904167","NA",57,1,0
"3018574904168","NA",37,1,0
"3018574904169","NA",22,0,0
"3018574904170","NA",42,0,0
"3018574904171","NA",27,1,0
"3018574904172","NA",32,0,0
"3018574904173","NA",77,1,0
"3018574904174","NA",47,0,0
"3018574904175","NA",37,1,0
"3018574904176","NA",37,0,0
"3018574904177","NA",37,0,0
"3018574904178","NA",42,0,0
"3018574904179","NA",15,0,0
"3018574904180","NA",62,1,0
"3018574904181","NA",81,1,0
"3018574904182","NA",77,1,0
"3018574904183","NA",34,0,0
"3018574904184","NA",62,1,0
"3018574904185","NA",13,0,0
"3018574904186","NA",12,0,0
"3018574904187","NA",50,0,0
"3018574904188","NA",13,1,0
"3018574904189","NA",13,1,0
"3018574904190","NA",45,0,0
"3018574904191","NA",45,0,0
"3018574904192","NA",13,0,0
"3018574904193","NA",13,0,0
"3018574904194","NA",50,0,0
"3018574904195","NA",13,0,0
"3018574904196","NA",13,0,0
"3018574904197","NA",13,0,0
"3018574904198","NA",13,1,0
"3018574904199","NA",12,0,0
"3018574904200","NA",13,0,0
"3018574904201","NA",13,0,0
"3018574904202","NA",13,0,0
"3018574904203","NA",13,0,0
"3018574904204","NA",25,0,0
"3018574904205","NA",13,1,0
"3018574904206","NA",13,0,0
"3018574904207","NA",12,0,0
"3018574904208","NA",13,0,0
"3018574904209","NA",62,1,0
"3018574904210","NA",15,0,0
"3018574904211","NA",15,0,0
"3018574904212","NA",11,0,0
"3018574904213","NA",27,0,0
"3018574904214","NA",32,1,0
"3018574904215","NA",13,0,0
"3018574904216","NA",14,1,0
"3018574904217","NA",17,0,0
"3018574904218","NA",40,0,0
"3018574904219","NA",13,0,0
"3018574904220","NA",13,1,0
"3018574904221","NA",11,0,0
"3018574904222","NA",11,0,0
"3018574904223","NA",12,1,0
"3018574904224","NA",10,1,0
"3018574904225","NA",9,0,0
"3018574904226","NA",12,0,0
"3018574904227","NA",12,0,0
"3018574904228","NA",11,0,0
"3018574904229","NA",62,1,0
"3018574904230","NA",15,0,0
"3018574904231","NA",15,0,0
"3018574904232","NA",22,1,0
"3018574904233","NA",17,0,0
"3018574904234","NA",10,0,0
"3018574904235","NA",11,0,0
"3018574904236","NA",11,0,0
"3018574904237","NA",11,0,0
"3018574904238","NA",11,0,0
"3018574904239","NA",10,0,0
"3018574904240","NA",32,0,0
"3018574904241","NA",32,1,0
"3018574904242","NA",52,0,0
"3018574904243","NA",30,0,0
"3018574904244","NA",14,1,0
"3018574904245","NA",14,1,0
"3018574904246","NA",14,1,0
"3018574904247","NA",14,1,0
"3018574904248","NA",15,1,0
"3018574904249","NA",14,1,0
"3018574904250","NA",14,1,0
"3018574904251","NA",34,1,0
"3018574904252","NA",15,0,0
"3018574904253","NA",14,1,0
"3018574904254","NA",14,1,0
"3018574904255","NA",15,1,0
"3018574904256","NA",14,0,0
"3018574904257","NA",12,0,0
"3018574904258","NA",12,0,0
"3018574904259","NA",12,0,0
"3018574904260","NA",22,1,0
"3018574904261","NA",28,1,0
"3018574904262","NA",50,0,0
"3018574904263","NA",24,0,0
"3018574904264","NA",12,0,0
"3018574904265","NA",12,0,0
"3018574904266","NA",12,0,0
"3018574904267","NA",12,0,0
"3018574904268","NA",12,0,0
"3018574904269","NA",12,0,0
"3018574904270","NA",12,0,0
"3018574904271","NA",12,0,0
"3018574904272","NA",12,0,0
"3018574904273","NA",11,0,0
"3018574904274","NA",11,0,0
"3018574904275","NA",11,0,0
"3018574904276","NA",11,0,0
"3018574904277","NA",12,0,0
"3018574904278","NA",11,0,0
"3018574904279","NA",11,0,0
"3018574904280","NA",10,0,0
"3018574904281","NA",11,0,0
"3018574904282","NA",11,0,0
"3018574904283","NA",11,0,0
"3018574904284","NA",13,0,0
"3018574904285","NA",12,0,0
"3018574904286","NA",12,0,0
"3018574904287","NA",27,1,0
"3018574904288","NA",12,0,0
"3018574904289","NA",27,0,0
"3018574904290","NA",41,0,0
"3018574904291","NA",12,0,0
"3018574904292","NA",49,1,0
"3018574904293","NA",28,1,0
"3018574904294","NA",45,0,0
"3018574904295","NA",53,0,0
"3018574904296","NA",24,1,0
"3018574904297","NA",37,1,0
"3018574904298","NA",33,1,0
"3018574904299","NA",33,1,0
"3018574904300","NA",42,1,0
"3018574904301","NA",43,1,0
